timestamp,industry_id,co2_kg,interval_hours
2025-01-01 00:00:00,1,74.4354513160765,1
2025-01-01 01:00:00,1,124.57773208640063,1
2025-01-01 02:00:00,1,111.16801152557125,1
2025-01-01 03:00:00,1,120.89621613738888,1
2025-01-01 04:00:00,1,141.3589790738881,1
2025-01-01 05:00:00,1,150.69393051043724,1
2025-01-01 06:00:00,1,124.71241308129945,1
2025-01-01 07:00:00,1,114.90236510376009,1
2025-01-01 08:00:00,1,125.83057484820698,1
2025-01-01 09:00:00,1,91.1853474213622,1
2025-01-01 10:00:00,1,108.83065013399154,1
2025-01-01 11:00:00,1,119.17084072007361,1
2025-01-01 12:00:00,1,98.32703392035718,1
2025-01-01 13:00:00,1,81.11352078322183,1
2025-01-01 14:00:00,1,115.79964411419138,1
2025-01-01 15:00:00,1,59.26174716007895,1
2025-01-01 16:00:00,1,13.843550295965557,1
2025-01-01 17:00:00,1,40.18044554848171,1
2025-01-01 18:00:00,1,47.83546077739932,1
2025-01-01 19:00:00,1,44.98653293979156,1
2025-01-01 20:00:00,1,20.154488952266554,1
2025-01-01 21:00:00,1,57.876855409643944,1
2025-01-01 22:00:00,1,87.89540186467144,1
2025-01-01 23:00:00,1,88.73248935532021,1
2025-01-02 00:00:00,1,81.43166927903363,1
2025-01-02 01:00:00,1,96.75856013354252,1
2025-01-02 02:00:00,1,142.23599107152955,1
2025-01-02 03:00:00,1,119.73308982306443,1
2025-01-02 04:00:00,1,129.41741789331505,1
2025-01-02 05:00:00,1,133.26279240131288,1
2025-01-02 06:00:00,1,119.31866816061364,1
2025-01-02 07:00:00,1,125.94894034754778,1
2025-01-02 08:00:00,1,122.21490122369912,1
2025-01-02 09:00:00,1,128.53273903753404,1
2025-01-02 10:00:00,1,107.43952067604177,1
2025-01-02 11:00:00,1,109.53589806484376,1
2025-01-02 12:00:00,1,77.24849398768954,1
2025-01-02 13:00:00,1,95.0003682687348,1
2025-01-02 14:00:00,1,67.39669022179979,1
2025-01-02 15:00:00,1,53.869291985051916,1
2025-01-02 16:00:00,1,60.1080542535584,1
2025-01-02 17:00:00,1,42.35296224036765,1
2025-01-02 18:00:00,1,24.892646309339895,1
2025-01-02 19:00:00,1,46.61854663967041,1
2025-01-02 20:00:00,1,44.33747155892093,1
2025-01-02 21:00:00,1,51.00077679808757,1
2025-01-02 22:00:00,1,47.05346074821404,1
2025-01-02 23:00:00,1,94.87154164367097,1
2025-01-03 00:00:00,1,87.54082066987797,1
2025-01-03 01:00:00,1,100.78952472650025,1
2025-01-03 02:00:00,1,106.18563328385524,1
2025-01-03 03:00:00,1,148.0399315556432,1
2025-01-03 04:00:00,1,139.97956609612456,1
2025-01-03 05:00:00,1,136.77510345950643,1
2025-01-03 06:00:00,1,137.13341188488334,1
2025-01-03 07:00:00,1,145.75247893411373,1
2025-01-03 08:00:00,1,160.21095828900238,1
2025-01-03 09:00:00,1,116.28019943756189,1
2025-01-03 10:00:00,1,118.07910224969588,1
2025-01-03 11:00:00,1,87.52889620270827,1
2025-01-03 12:00:00,1,71.14349279426393,1
2025-01-03 13:00:00,1,60.981346550537495,1
2025-01-03 14:00:00,1,47.87242578749621,1
2025-01-03 15:00:00,1,32.88522120372262,1
2025-01-03 16:00:00,1,34.31742955630809,1
2025-01-03 17:00:00,1,46.84661368126751,1
2025-01-03 18:00:00,1,21.520074086108608,1
2025-01-03 19:00:00,1,25.08006878565199,1
2025-01-03 20:00:00,1,48.88786108509654,1
2025-01-03 21:00:00,1,49.01540673256883,1
2025-01-03 22:00:00,1,28.560404270010253,1
2025-01-03 23:00:00,1,70.13723572733421,1
2025-01-04 00:00:00,1,89.91657572433536,1
2025-01-04 01:00:00,1,91.21222606364798,1
2025-01-04 02:00:00,1,115.14992180283484,1
2025-01-04 03:00:00,1,120.27323286506648,1
2025-01-04 04:00:00,1,128.36272483803708,1
2025-01-04 05:00:00,1,128.79441279336814,1
2025-01-04 06:00:00,1,128.13746183141447,1
2025-01-04 07:00:00,1,134.24453190509468,1
2025-01-04 08:00:00,1,150.52713851554208,1
2025-01-04 09:00:00,1,130.2960121078392,1
2025-01-04 10:00:00,1,132.61639714695906,1
2025-01-04 11:00:00,1,109.54883978848264,1
2025-01-04 12:00:00,1,77.91370558863208,1
2025-01-04 13:00:00,1,63.17691473528773,1
2025-01-04 14:00:00,1,65.46962360244609,1
2025-01-04 15:00:00,1,87.30387976848584,1
2025-01-04 16:00:00,1,36.26552126676361,1
2025-01-04 17:00:00,1,23.730408826215445,1
2025-01-04 18:00:00,1,44.411035722257516,1
2025-01-04 19:00:00,1,10.0,1
2025-01-04 20:00:00,1,42.49450329952569,1
2025-01-04 21:00:00,1,83.94297946901108,1
2025-01-04 22:00:00,1,31.19888079545821,1
2025-01-04 23:00:00,1,81.33854813109903,1
2025-01-05 00:00:00,1,94.08756853392211,1
2025-01-05 01:00:00,1,92.03610538752814,1
2025-01-05 02:00:00,1,102.62611495562871,1
2025-01-05 03:00:00,1,128.24491958455226,1
2025-01-05 04:00:00,1,117.29128758476429,1
2025-01-05 05:00:00,1,141.23787120504437,1
2025-01-05 06:00:00,1,132.02433897162817,1
2025-01-05 07:00:00,1,136.15055079178094,1
2025-01-05 08:00:00,1,155.49814149408726,1
2025-01-05 09:00:00,1,125.08968409378971,1
2025-01-05 10:00:00,1,122.81233587772954,1
2025-01-05 11:00:00,1,85.14219803974994,1
2025-01-05 12:00:00,1,92.41514061817861,1
2025-01-05 13:00:00,1,38.67176163537457,1
2025-01-05 14:00:00,1,78.62979023117029,1
2025-01-05 15:00:00,1,39.89180883527284,1
2025-01-05 16:00:00,1,32.81078211322796,1
2025-01-05 17:00:00,1,57.819035455421954,1
2025-01-05 18:00:00,1,22.2628503990182,1
2025-01-05 19:00:00,1,21.654804984825287,1
2025-01-05 20:00:00,1,30.266536839688282,1
2025-01-05 21:00:00,1,41.94442046395658,1
2025-01-05 22:00:00,1,88.74882259698002,1
2025-01-05 23:00:00,1,79.45529307182912,1
2025-01-06 00:00:00,1,71.6120815883275,1
2025-01-06 01:00:00,1,70.237096852028,1
2025-01-06 02:00:00,1,70.64675469289607,1
2025-01-06 03:00:00,1,95.74006359382899,1
2025-01-06 04:00:00,1,121.50329307359176,1
2025-01-06 05:00:00,1,85.56944425099604,1
2025-01-06 06:00:00,1,106.05010076440668,1
2025-01-06 07:00:00,1,96.74721661385065,1
2025-01-06 08:00:00,1,92.31895054521925,1
2025-01-06 09:00:00,1,75.75478153164659,1
2025-01-06 10:00:00,1,82.78815580453262,1
2025-01-06 11:00:00,1,82.32267966911374,1
2025-01-06 12:00:00,1,61.707750533711994,1
2025-01-06 13:00:00,1,47.156446969976535,1
2025-01-06 14:00:00,1,54.67288899455596,1
2025-01-06 15:00:00,1,39.94692545938324,1
2025-01-06 16:00:00,1,150.79422996910063,1
2025-01-06 17:00:00,1,21.228425671792973,1
2025-01-06 18:00:00,1,29.95611317472017,1
2025-01-06 19:00:00,1,32.08134539136891,1
2025-01-06 20:00:00,1,45.99986658145222,1
2025-01-06 21:00:00,1,51.02372374446635,1
2025-01-06 22:00:00,1,34.65596410656409,1
2025-01-06 23:00:00,1,37.8293069115063,1
2025-01-07 00:00:00,1,55.92696171429948,1
2025-01-07 01:00:00,1,66.37538813480154,1
2025-01-07 02:00:00,1,85.32251026193548,1
2025-01-07 03:00:00,1,87.23660786627791,1
2025-01-07 04:00:00,1,95.88081774763546,1
2025-01-07 05:00:00,1,94.13536313395831,1
2025-01-07 06:00:00,1,99.80304260957784,1
2025-01-07 07:00:00,1,109.81987014773732,1
2025-01-07 08:00:00,1,102.61799411424153,1
2025-01-07 09:00:00,1,95.86692477680637,1
2025-01-07 10:00:00,1,61.45556274360507,1
2025-01-07 11:00:00,1,76.2038738673359,1
2025-01-07 12:00:00,1,58.980237303810554,1
2025-01-07 13:00:00,1,38.46800868242794,1
2025-01-07 14:00:00,1,50.56686711434828,1
2025-01-07 15:00:00,1,33.35140765971671,1
2025-01-07 16:00:00,1,26.887934303312246,1
2025-01-07 17:00:00,1,38.62923940785992,1
2025-01-07 18:00:00,1,16.607604279053508,1
2025-01-07 19:00:00,1,29.43337125105587,1
2025-01-07 20:00:00,1,40.19225891363293,1
2025-01-07 21:00:00,1,21.21787368605666,1
2025-01-07 22:00:00,1,38.49112582370962,1
2025-01-07 23:00:00,1,68.32525265459552,1
2025-01-08 00:00:00,1,89.66915914969844,1
2025-01-08 01:00:00,1,115.58024110331192,1
2025-01-08 02:00:00,1,99.97270019218531,1
2025-01-08 03:00:00,1,115.71507202492582,1
2025-01-08 04:00:00,1,109.86714171716497,1
2025-01-08 05:00:00,1,138.52828129827856,1
2025-01-08 06:00:00,1,114.04790303404445,1
2025-01-08 07:00:00,1,132.39034579502103,1
2025-01-08 08:00:00,1,169.2189413499869,1
2025-01-08 09:00:00,1,158.71096370049818,1
2025-01-08 10:00:00,1,103.65024105690591,1
2025-01-08 11:00:00,1,88.2998500067279,1
2025-01-08 12:00:00,1,89.62496944766485,1
2025-01-08 13:00:00,1,89.58442542660094,1
2025-01-08 14:00:00,1,67.64689144276015,1
2025-01-08 15:00:00,1,52.79368404908158,1
2025-01-08 16:00:00,1,14.121755890661952,1
2025-01-08 17:00:00,1,10.0,1
2025-01-08 18:00:00,1,35.029146120957805,1
2025-01-08 19:00:00,1,33.01846862043736,1
2025-01-08 20:00:00,1,54.657022031940166,1
2025-01-08 21:00:00,1,50.04906105831206,1
2025-01-08 22:00:00,1,70.0653712146954,1
2025-01-08 23:00:00,1,64.47657675066202,1
2025-01-09 00:00:00,1,88.98444415534087,1
2025-01-09 01:00:00,1,113.82221692919452,1
2025-01-09 02:00:00,1,107.2145856247638,1
2025-01-09 03:00:00,1,140.32089355099995,1
2025-01-09 04:00:00,1,120.29143220155517,1
2025-01-09 05:00:00,1,121.36399556071773,1
2025-01-09 06:00:00,1,142.13657807490574,1
2025-01-09 07:00:00,1,133.16621844777205,1
2025-01-09 08:00:00,1,143.34619734573897,1
2025-01-09 09:00:00,1,132.8495364306892,1
2025-01-09 10:00:00,1,113.18291082078541,1
2025-01-09 11:00:00,1,92.43496992937503,1
2025-01-09 12:00:00,1,81.68637158000543,1
2025-01-09 13:00:00,1,86.44884765853634,1
2025-01-09 14:00:00,1,85.6312313606055,1
2025-01-09 15:00:00,1,41.260025277938446,1
2025-01-09 16:00:00,1,61.97562450141784,1
2025-01-09 17:00:00,1,34.21642625710449,1
2025-01-09 18:00:00,1,23.865592895292224,1
2025-01-09 19:00:00,1,25.658324114938928,1
2025-01-09 20:00:00,1,42.00701818714314,1
2025-01-09 21:00:00,1,44.64743696972249,1
2025-01-09 22:00:00,1,52.01701199535367,1
2025-01-09 23:00:00,1,69.02880286316201,1
2025-01-10 00:00:00,1,78.43403509146762,1
2025-01-10 01:00:00,1,81.763845844881,1
2025-01-10 02:00:00,1,111.5456441543095,1
2025-01-10 03:00:00,1,127.11509556764672,1
2025-01-10 04:00:00,1,145.7879469722126,1
2025-01-10 05:00:00,1,120.7797129163061,1
2025-01-10 06:00:00,1,155.31051059637952,1
2025-01-10 07:00:00,1,148.62947616266266,1
2025-01-10 08:00:00,1,138.2095010896073,1
2025-01-10 09:00:00,1,108.79197026522799,1
2025-01-10 10:00:00,1,109.89906626453126,1
2025-01-10 11:00:00,1,91.30515829008758,1
2025-01-10 12:00:00,1,85.94129824461845,1
2025-01-10 13:00:00,1,93.37746109184856,1
2025-01-10 14:00:00,1,97.46822192857785,1
2025-01-10 15:00:00,1,66.72296833518898,1
2025-01-10 16:00:00,1,67.80022808182032,1
2025-01-10 17:00:00,1,35.683817737969584,1
2025-01-10 18:00:00,1,44.57289789114064,1
2025-01-10 19:00:00,1,25.210319531055468,1
2025-01-10 20:00:00,1,57.85832605725123,1
